datetime,open,high,low,close,volume
2022/02/23 20:45,17596,17655,17506,17516,37089
2022/02/23 23:00,17478,17542,17325,17328,43352
2022/02/24 03:00,17328,17350,17226,17333,38873
2022/02/24 07:00,17333,17452,17278,17418,35104
2022/02/24 11:00,17417,17650,17403,17641,12492
2022/02/24 16:45,17660,17702,17513,17577,102859
2022/02/24 20:45,17578,17637,17558,17606,26490
2022/02/24 23:00,17590,17603,17503,17564,20012
2022/02/25 03:00,17563,17730,17537,17636,29603
2022/02/25 07:00,17637,17750,17611,17728,25152
2022/02/25 11:00,17724,17790,17714,17790,5583
2022/02/28 16:45,17889,17941,17885,17932,19688
2022/02/28 23:00,17967,17968,17844,17889,16932
2022/03/01 03:00,17889,17918,17825,17892,17902
2022/03/01 07:00,17892,17907,17697,17717,26217
2022/03/01 11:00,17718,17788,17675,17756,8366
2022/03/01 16:45,17788,17845,17758,17838,73832
2022/03/01 20:45,17838,17895,17832,17844,20595
2022/03/01 23:00,17783,17823,17680,17790,31112
2022/03/02 03:00,17791,17836,17753,17799,18056
2022/03/02 07:00,17800,17965,17752,17935,26949
2022/03/02 11:00,17937,17955,17890,17931,5106
2022/03/02 16:45,17942,17964,17865,17905,64445
2022/03/02 20:45,17904,17932,17886,17929,12204
2022/03/02 23:00,17940,17944,17840,17861,17138
2022/03/03 03:00,17861,17943,17848,17881,18303
2022/03/03 07:00,17880,17898,17778,17855,29950
2022/03/03 11:00,17855,17884,17750,17787,7843
2022/03/03 16:45,17608,17788,17522,17709,102846
2022/03/03 20:45,17709,17714,17666,17666,15508
2022/03/03 23:00,17690,17746,17625,17658,23259
2022/03/04 03:00,17658,17678,17580,17629,19990
2022/03/04 07:00,17627,17659,17548,17559,25190
2022/03/04 11:00,17562,17580,17503,17561,8430
2022/03/06 16:45,17362,17405,17061,17131,126130
2022/03/06 20:45,17130,17187,17051,17058,29815
2022/03/06 23:00,17075,17097,16949,17002,28679
2022/03/07 03:00,17005,17175,16982,17092,29817
2022/03/07 07:00,17092,17107,16858,16866,32312
2022/03/07 11:00,16868,16887,16706,16720,10218
2022/03/07 16:45,16840,17058,16713,16768,133754
2022/03/07 20:45,16769,16786,16695,16702,26117
2022/03/07 23:00,16688,16826,16638,16777,33619
2022/03/08 03:00,16775,16848,16746,16773,27564
2022/03/08 07:00,16772,16976,16695,16795,43316
2022/03/08 11:00,16794,16927,16739,16844,13736
2022/03/08 16:45,16890,17023,16865,17009,95221
2022/03/08 20:45,17010,17012,16928,16946,18497
2022/03/08 23:00,16972,17134,16958,17110,26022
2022/03/09 03:00,17110,17155,17096,17140,20413
2022/03/09 07:00,17142,17247,17138,17215,19723
2022/03/09 11:00,17213,17291,17212,17259,5157
2022/03/09 16:45,17301,17456,17269,17419,81485
2022/03/09 20:45,17419,17440,17357,17437,19868
2022/03/09 23:00,17449,17496,17305,17332,35320
2022/03/10 03:00,17331,17363,17262,17355,31112
2022/03/10 07:00,17357,17377,17221,17281,25522
2022/03/10 11:00,17283,17362,17275,17339,6546
2022/03/10 16:45,17372,17387,17188,17211,75744
2022/03/10 20:45,17211,17236,17170,17220,18739
2022/03/10 23:00,17282,17328,17221,17287,22973
2022/03/11 03:00,17287,17394,17272,17323,26213
2022/03/11 07:00,17323,17323,17186,17194,28531
2022/03/11 11:00,17193,17226,17110,17110,8036
2022/03/13 17:45,17289,17350,17150,17211,88402
2022/03/13 21:45,17210,17264,17195,17239,15862
2022/03/14 00:00,17255,17321,17192,17290,18007
2022/03/14 04:00,17290,17292,17195,17273,25456
2022/03/14 08:00,17272,17277,17066,17088,21697
2022/03/14 12:00,17088,17155,17074,17153,4716
2022/03/14 17:45,17177,17195,16868,16922,109103
2022/03/14 21:45,16922,16930,16861,16882,18247
2022/03/15 00:00,16800,16800,16670,16761,4840
2022/03/15 04:00,16763,16893,16745,16866,5759
2022/03/15 08:00,16868,16959,16858,16955,4397
2022/03/15 12:00,16954,17015,16947,17013,1578
2022/03/15 17:45,16984,17016,16757,16775,47271
2022/03/15 21:45,16775,16940,16771,16933,20033
2022/03/16 00:00,17020,17085,16974,17077,22266
2022/03/16 04:00,17076,17203,17067,17185,29917
2022/03/16 08:00,17185,17210,17020,17170,29166
2022/03/16 12:00,17170,17331,17145,17310,9197
2022/03/16 17:45,17339,17418,17262,17412,106485
2022/03/16 21:45,17414,17470,17405,17446,22207
2022/03/17 00:00,17458,17468,17313,17373,26095
2022/03/17 04:00,17373,17415,17324,17347,26777
2022/03/17 08:00,17348,17478,17331,17450,19017
2022/03/17 12:00,17450,17497,17411,17472,4874
2022/03/17 17:45,17441,17444,17295,17358,74566
2022/03/17 21:45,17357,17424,17342,17391,22195
2022/03/18 00:00,17390,17401,17331,17340,14437
2022/03/18 04:00,17339,17442,17305,17403,21087
2022/03/18 08:00,17403,17479,17390,17478,14667
2022/03/18 12:00,17478,17505,17472,17491,4204
2022/03/20 17:45,17442,17577,17439,17528,73950
2022/03/20 21:45,17528,17538,17452,17489,19190
2022/03/21 00:00,17508,17554,17479,17530,12561
2022/03/21 04:00,17530,17566,17470,17516,20397
2022/03/21 08:00,17515,17542,17440,17498,20182
2022/03/21 12:00,17496,17548,17488,17534,3216
2022/03/21 17:45,17536,17543,17453,17510,56166
2022/03/21 21:45,17510,17535,17495,17520,11923
2022/03/22 00:00,17534,17620,17520,17614,16810
2022/03/22 04:00,17613,17643,17577,17632,15814
2022/03/22 08:00,17632,17645,17600,17621,10633
2022/03/22 12:00,17620,17631,17605,17616,1848
2022/03/22 17:45,17644,17735,17610,17638,72926
2022/03/22 21:45,17637,17708,17636,17702,15830
2022/03/23 00:00,17692,17700,17634,17651,12086
2022/03/23 04:00,17652,17658,17590,17631,19201
2022/03/23 08:00,17633,17677,17552,17574,16383
2022/03/23 12:00,17573,17586,17547,17578,3689
2022/03/23 17:45,17570,17687,17548,17667,65050
2022/03/23 21:45,17667,17683,17659,17671,15070
2022/03/24 00:00,17655,17686,17627,17639,13048
2022/03/24 04:00,17639,17672,17620,17654,17506
2022/03/24 08:00,17654,17727,17649,17719,14770
2022/03/24 12:00,17718,17762,17710,17755,3791
2022/03/24 17:45,17720,17726,17591,17636,69418
2022/03/24 21:45,17635,17667,17618,17621,13639
2022/03/25 00:00,17630,17649,17571,17645,14124
2022/03/25 04:00,17645,17661,17591,17628,15599
2022/03/25 08:00,17629,17632,17538,17621,17887
2022/03/25 12:00,17619,17640,17565,17613,4234
2022/03/27 17:45,17512,17521,17304,17489,100868
2022/03/27 21:45,17488,17499,17430,17438,16679
2022/03/28 00:00,17454,17522,17445,17513,11789
2022/03/28 04:00,17514,17550,17489,17520,16144
2022/03/28 08:00,17521,17544,17433,17543,14670
2022/03/28 12:00,17543,17583,17536,17563,4553
2022/03/28 17:45,17560,17577,17484,17505,61678
2022/03/28 21:45,17505,17552,17488,17545,14694
2022/03/29 00:00,17550,17633,17540,17616,14683
2022/03/29 04:00,17616,17715,17604,17674,27368
2022/03/29 08:00,17674,17705,17628,17697,13009
2022/03/29 12:00,17697,17712,17681,17692,2973
2022/03/29 17:45,17671,17750,17658,17710,72959
2022/03/29 21:45,17712,17755,17708,17741,16878
2022/03/30 00:00,17742,17746,17678,17705,12012
2022/03/30 04:00,17706,17734,17680,17714,13322
2022/03/30 08:00,17714,17733,17666,17669,11545
2022/03/30 12:00,17670,17692,17620,17681,6070
2022/03/30 17:45,17747,17774,17685,17696,57517
2022/03/30 21:45,17696,17715,17623,17639,20494
2022/03/31 00:00,17620,17663,17561,17578,17415
2022/03/31 04:00,17580,17602,17530,17569,20092
2022/03/31 08:00,17568,17573,17531,17561,9206
2022/03/31 12:00,17561,17587,17468,17489,7867
2022/03/31 17:45,17466,17536,17414,17509,65444
2022/03/31 21:45,17510,17567,17498,17554,16502
2022/04/01 00:00,17568,17624,17562,17612,12473
2022/04/01 04:00,17612,17623,17515,17541,18399
2022/04/01 08:00,17541,17548,17457,17503,16231
2022/04/01 12:00,17504,17535,17463,17520,4226
2022/04/05 17:45,17439,17475,17327,17469,70638
2022/04/05 21:45,17469,17508,17468,17506,16274
2022/04/06 00:00,17510,17520,17420,17426,15010
2022/04/06 04:00,17427,17437,17365,17368,18476
2022/04/06 08:00,17368,17450,17335,17432,18326
2022/04/06 12:00,17434,17473,17384,17402,6235
